Date,HomeTeam,AwayTeam,FTR,elo_diff,venue_elo_diff,elo_gap,season_pts_diff,home_quality_form,away_quality_form,home_avg_goal_diff,away_avg_goal_diff,home_avg_goals_conceded,away_avg_goals_conceded,real_xg_diff,xga_diff,sot_diff,home_venue_form,away_venue_form,home_venue_conceded,away_venue_conceded,h2h_home_win_rate,h2h_draw_rate,rest_diff,streak_diff,home_draw_rate_w10,away_draw_rate_w10,combined_clean_sheet,combined_low_scoring_run,combined_avg_scored,month_sin,month_cos,us_forecast_w,us_forecast_d,us_forecast_l,b365_prob_h,b365_prob_d,b365_prob_a,b365_draw_indicator,odds_move_h,odds_move_d,odds_move_a
2018-09-15,Watford,Man United,A,39.42450024846244,35.685637344552106,39.42450024846244,6,12.05769995488862,5.960016523149772,1.5,-0.25,0.75,1.75,-0.6113002499999998,0.0,-1.0,9,3,0.6666666666666666,1.5,0.5,0.27,0,3,0.0,0.0,0.5,0.5,3.75,-1.0,-1.8369701987210297e-16,0.218,0.2734,0.5086,0.2260760349741558,0.2719192309550263,0.5020047340708178,0.004919230955026277,,,
2018-09-15,Chelsea,Cardiff,H,58.55569462826679,31.953950332710747,58.55569462826679,10,11.998307564526588,1.9803833408518967,1.75,-0.75,0.75,1.25,0.5482800000000001,0.0,3.75,6,1,1.0,1.0,0.5,0.27,1,5,0.0,0.5,1.0,1.0,3.0,-1.0,-1.8369701987210297e-16,0.8241,0.1326,0.0433,0.8267159795496574,0.12194060698357444,0.051343413466768184,-0.14505939301642556,,,
2018-09-15,Bournemouth,Leicester,H,8.874076436726,11.401525154138199,8.874076436726,1,6.986666666666666,5.98,0.25,0.25,1.25,1.25,1.092631,0.0,-0.25,4,3,1.0,1.5,0.5,0.27,0,0,0.25,0.0,0.5,0.75,3.0,-1.0,-1.8369701987210297e-16,0.4797,0.2532,0.2671,0.3973509933774835,0.27814569536423844,0.3245033112582782,0.011145695364238428,,,
2018-09-15,Huddersfield,Crystal Palace,A,1.4198910531736146,-11.953950332710747,1.4198910531736146,-1,2.0001808043059075,3.0,-2.0,-0.75,2.5,1.5,-0.7736034999999998,0.0,-2.75,1,3,1.5,1.0,0.5,0.27,0,3,0.5,0.0,0.5,1.25,1.25,-1.0,-1.8369701987210297e-16,0.366,0.3492,0.2848,0.2954632100648113,0.3145253526496378,0.39001143728555093,0.04752535264963781,,,
2018-09-16,Everton,West Ham,A,48.27656009289694,27.40208580116382,48.27656009289694,6,6.0001808043059075,0.0,0.25,-2.0,1.5,2.5,0.07999249999999991,0.0,0.25,4,0,1.0,3.5,0.5,0.27,0,4,0.75,0.0,0.0,0.5,2.25,-1.0,-1.8369701987210297e-16,0.2789,0.2847,0.4364,0.4887218045112782,0.26065162907268175,0.25062656641604014,-0.00634837092731827,,,
2018-09-16,Wolves,Burnley,H,29.694876075944194,8.552461780145222,29.694876075944194,4,4.9541000150371275,1.0,-0.25,-1.5,1.25,2.25,0.00058400000000014,0.0,0.5,2,1,1.5,2.0,0.5,0.27,1,4,0.5,0.25,0.5,1.25,1.75,-1.0,-1.8369701987210297e-16,0.965,0.0311,0.0039,0.5585160202360877,0.2715008431703204,0.1699831365935919,0.004500843170320401,,,
2018-09-17,Southampton,Brighton,D,-0.5339463057605371,3.263729588496517,0.5339463057605371,0,3.9811335126817395,4.013902995590852,0.0,-0.5,1.0,1.75,0.2909320000000002,0.0,2.0,1,0,1.0,1.5,0.5,0.27,0,1,0.25,0.25,0.5,1.0,2.25,-1.0,-1.8369701987210297e-16,0.4184,0.2929,0.2887,0.46379853095487933,0.28646379853095494,0.24973767051416584,0.019463798530954923,,,
2018-09-22,Man United,Wolves,D,1.7043453287553803,-0.04604966728925319,1.7043453287553803,1,9.038290511461103,7.894691550372493,0.0,0.0,1.6,1.0,0.23448239999999987,0.0,1.3999999999999995,3,3,2.0,1.0,0.5,0.27,1,0,0.0,0.4,0.6000000000000001,1.0,2.6,-1.0,-1.8369701987210297e-16,0.1789,0.3122,0.5089,0.623392789508307,0.2260338751796864,0.15057333531200648,-0.040966124820313615,,,
2018-09-22,Liverpool,Southampton,H,57.699651007349075,23.40208580116382,57.699651007349075,10,15.078850439339162,4.975217175599694,1.8,0.0,0.4,1.2,0.9098112,0.0,2.6000000000000005,6,3,0.0,1.0,0.5,0.27,2,5,0.0,0.4,1.0,0.8,3.4000000000000004,-1.0,-1.8369701987210297e-16,0.8579,0.1225,0.0196,0.8126195028680689,0.13001912045889102,0.05736137667304016,-0.136980879541109,,,
2018-09-22,Fulham,Watford,D,-46.09424434118728,-7.585699413622933,46.09424434118728,-8,3.9746645044112734,12.05769995488862,-1.0,1.0,2.4,1.0,-0.05057500000000004,0.0,1.0,3,3,2.0,1.0,0.5,0.27,0,0,0.2,0.0,0.2,0.4,3.4,-1.0,-1.8369701987210297e-16,0.3766,0.2572,0.3662,0.38438233734757254,0.2789517533893812,0.33666590926304635,0.011951753389381203,,,
2018-09-22,Leicester,Huddersfield,H,19.156060747644233,7.401841975856087,19.156060747644233,4,5.98,2.0001808043059075,-0.2,-1.8,1.8,2.2,0.49687419999999993,0.0,2.5999999999999996,3,1,1.0,3.5,0.5,0.27,0,-1,0.0,0.4,0.4,0.8,2.0,-1.0,-1.8369701987210297e-16,0.676,0.2164,0.1076,0.6059899778580585,0.24391096608786855,0.15009905605407298,-0.023089033912131463,,,
2018-09-22,Cardiff,Man City,A,-65.01716280536493,-20.092087129742367,65.01716280536493,-11,1.9803833408518967,12.916556353648126,-1.2,2.2,1.8,0.6,-2.1044059999999996,0.0,-6.8,1,4,1.5,0.5,0.5,0.27,0,-4,0.4,0.2,0.8,1.0,3.4,-1.0,-1.8369701987210297e-16,0.0029,0.0352,0.9619,0.04218948899799963,0.12129478086924894,0.8365157301327514,-0.14570521913075107,,,
2018-09-22,Burnley,Bournemouth,H,-58.02128586178401,-23.953950332710747,58.02128586178401,-9,1.0,9.987768567028565,-1.4,0.6,2.0,1.4,-1.0759906000000004,0.0,-1.0,0,3,2.5,1.5,0.5,0.27,-1,-5,0.2,0.2,0.4,1.0,2.6,-1.0,-1.8369701987210297e-16,0.737,0.1749,0.0881,0.3244274809160305,0.28625954198473286,0.3893129770992367,0.019259541984732842,,,
2018-09-22,Brighton,Tottenham,A,-18.32405046623012,3.039011806568169,18.32405046623012,-4,5.007630694304966,8.978849977444309,-0.4,0.8,1.8,1.2,-0.3492846000000005,0.0,-2.4000000000000004,4,6,2.0,1.0,0.5,0.27,-2,2,0.4,0.0,0.2,0.4,3.4,-1.0,-1.8369701987210297e-16,0.0836,0.1882,0.7282,0.19580419580419584,0.24475524475524477,0.5594405594405595,-0.02224475524475525,,,
2018-09-22,Crystal Palace,Newcastle,D,27.563562863266043,-16.138051389050588,27.563562863266043,5,5.9633822357578214,0.9933333333333333,-0.4,-0.8,1.2,1.6,0.4119222,0.0,1.6000000000000005,0,1,2.0,1.0,0.5,0.27,0,4,0.0,0.2,0.6000000000000001,1.0,1.6,-1.0,-1.8369701987210297e-16,0.5398,0.374,0.0862,0.4545292502941071,0.28608605753805566,0.25938469216783716,0.019086057538055645,,,
2018-09-23,Arsenal,Everton,H,11.682976100616088,-0.1380513890505881,11.682976100616088,3,8.884460652993138,6.0001808043059075,0.2,-0.2,1.8,1.8,0.36803739999999996,0.0,2.4000000000000004,3,2,1.5,2.0,0.5,0.27,1,4,0.0,0.6,0.0,0.4,3.6,-1.0,-1.8369701987210297e-16,0.287,0.3282,0.3848,0.6756756756756758,0.19459459459459463,0.12972972972972974,-0.07240540540540538,,,
2018-09-23,West Ham,Chelsea,D,-74.10887082568865,-39.40184197585609,74.10887082568865,-12,3.0188526126333137,14.95781386372119,-1.2,2.0,2.2,0.8,-0.8529960000000001,0.0,-2.4000000000000004,0,6,1.5,0.5,0.5,0.27,-1,-4,0.0,0.0,0.4,0.4,3.8,-1.0,-1.8369701987210297e-16,0.161,0.2497,0.5893,0.1624698171783374,0.21662642290444983,0.6209037599172129,-0.05037357709555018,,,
